ID;Item
105;Seeds Fruits
105;Whole Chicken
105;Vinegar
105;Tomato Paste In Tetra PC
68;Real Potato Chips in Fam
110;Top Loading
69;Food Storage Bags
69;Chicken Breast
142;Real Potato Chips in Fam
22;Instant Coffee
105;Tomato
68;Zod Bakery Croissants
22;Fresh Onions
69;Food Storage Bags
68;Real Potato Chips in Fam
17;Triangular Cheese
16;Beef Burger
17;Paratha
16;Pomace Olive Oil
135;Banana
68;Cookies
68;Oatmeals/Porridge
105;Egyptian
68;Minced Lamb
105;Bread
142;Real Potato Chips in Fam
17;Jam
105;Medium
142;L/F Cream Cheese
138;Tea/Plain Biscuits
110;Sliced Brown Bread
110;Mazza/Sella Basmati
105;Fresh Eggplants
105;Fresh Cucumber
110;Liquid Detergent For Aba
142;Kunafa
68;Real Potato Chips in Fam
105;Citrus Fruits
135;Seeds Fruits
69;Topping/Syrup
68;Maccaroni
16;Pomace Olive Oil
135;Orange & Carrot
142;Chocolate Bars
142;Starch
105;Maccaroni
69;Sunflower Oil
105;Colour Table Cover Rolls
110;Disinfectant
68;Cookies
17;Beef Kofta
105;Chicken Breast
135;Citrus Fruits
105;Citrus Fruits
105;Vegetable Oil
69;Scourers/Scrubber/Sponge
17;Plain Foul
142;Chocolate Bars
135;Digestive
110;Sliced White Bread
105;Potato
17;Mozarella Shredded
17;Instant Coffee
23;Sliced Brown Bread
103;Seeds Fruits
308;Fresh Onions
84;Mix Portion
12;Egyptian/Calrose
12;Fresh Onions
198;Halloum Cheese
326;Feminine Napkins
8;Sliced White Bread
136;Vegetable Oil
328;Spaghetti
17;Labneh
198;Topping/Syrup
73;Vegetable Oil
247;Bread
128;Beef Kabab
87;Black Olives Whole
244;Fresh Herbs
73;Deo Roll On
128;Tooth Paste/Gel Standard
185;Facial Tissue
136;Vermicelli
87;Maccaroni
128;Spring Roll
73;Real Potato Chips in Fam
326;Green Peas
161;Citrus Fruits
328;Red Lentil
245;Furniture Polish
73;Tooth Paste/Gel Standard
67;Arabic Soft Cheese
259;Bleach Liquid Normal
264;Shower Gel/Creams
244;Arabic Coffee
136;Arabic Sweets
67;Diaper
136;Cookies
67;Chicken Strips
42;Citrus Fruits
73;Fabric Softener
67;Juice Milk
136;Bread
49;Blender
87;Oatmeals/Porridge
326;Mix Portion
136;Light Meat Tuna in Oil
328;Fresh Herbs
232;Orange
73;Sliced White Bread
392;Tea Bags
326;Shampoos
326;Puff Pastry
337;Citrus Fruits
17;Fresh Whole Chicken 1000
87;Mozarella Shredded
87;Paratha
198;Light Meat Tuna in Oil
128;Sliced Brown Bread
326;Plain Water
328;Other Pastas
73;Chicken Mortadella
87;Tomato Paste In Tetra PC
392;Sliced Brown Bread
136;Light Meat Tuna in Oil
328;Block Cheddar Cheese
102;Citrus Fruits
326;Red Lentil
264;Digestive
17;Citrus Fruits
326;Oatmeals/Porridge
103;Salad
264;Hot Sauce
259;Aluminium Foil
337;Fresh Eggplants
425;Fresh Garlic
73;Lip Moisturiser/Balm
87;Triangular Cheese
87;Un
79;Peanut Butter Creamy
87;Vermicelli
328;Cake Mix
326;Chocolate Big Bar
136;Maccaroni
470;Mazza/Sella Basmati
17;Green Peas
337;Fresh Cucumber
128;Juice Milk
111;Garbage Bags With Tie
181;White Flour
185;Insecticide
259;Tooth Paste/Gel Standard
79;Black Olives Whole
181;Fresh Herbs
87;White Soft Cheese
328;Beef Mortadella
111;Plain Water
328;Maccaroni
259;Fresh Herbs
73;Slice Cheese
79;Mazza/Sella Basmati
198;Bread
67;Donuts
136;No Added Sugar
87;Whipping
264;Gift Pack
73;Room Air Freshner
198;Kunafa
87;Minced Chicken
87;Chicken Breast
247;Mix Pickles
73;Mouth Wash
371;Cream Caramel
136;No Added Sugar
29;French Piastries
326;Liquid Detergent For Aba
128;Citrus Fruits
326;Corn Oil
326;Instant Coffee
198;Cream/Mousse
198;Fresh Onions
247;Fresh Herbs
17;Sliced Brown Bread
73;Dishwashing Liquid
87;Plain Cream
308;Tea Bags
12;Pomace Olive Oil
84;Seeds Fruits
326;Citrus Fruits
73;Feminine Napkins
73;Chicken Mortadella
198;Cream/Mousse
102;Fresh Garlic
128;Maccaroni
326;Tea Bags
79;Sliced Brown Bread
87;Wheat
337;Seeds Fruits
425;Fresh Onions
328;Cake Mix
326;Aluminium Foil
73;Vermicelli
73;Kashkaval Cheese
136;Mixer
102;Sugar
73;Oatmeals/Porridge
136;Sandwich Tuna
102;Seeds Fruits
79;Fresh Onions
73;Shampoos
136;Real Potato Chips in Fam
136;Zod Bakery Croissants
87;Donuts
73;Extra Virgin Olive Oil
12;Mazza/Sella Basmati
326;Chocolate Big Bar
326;Chicken Drumstick
73;Fresh Herbs
264;French Fries
326;Fresh Onions
232;Mango
198;Liquid Detergent For Aba
198;French Fries
73;Zod Bakery Croissants
87;Chicken Mortadella
73;Spaghetti
392;Fresh Onions
181;Citrus Fruits
128;Juice Milk
73;Kitchen Rolls
73;Deo Roll On
73;Bath Soap Bar Normal
337;White Soft Cheese
67;Real Potato Chips in Fam
87;Whole Chicken
73;Mazza/Sella Basmati
87;Whole Chicken
326;Sugar
207;Front Loading
264;Tomato Ketchup
470;Maccaroni
79;Sunflower Oil
73;Deo Roll On
326;Potato Chips in Canister
73;Starch
73;No Added Sugar
198;Top Loading
128;Donuts
73;Bath Soap Bar Normal
136;Mazza/Sella Basmati
198;Tomato Ketchup
326;Plain Halawa
326;Fresh Whole Chicken 2X500
264;Top Loading
425;Maccaroni
73;Sunflower Oil
8;Cookies
12;Americana/Parboiled Rice
326;Breakfast Cereal
8;Zod Bakery Muffens&cakes
308;Fresh Herbs
42;Seeds Fruits
17;Dairy Products
87;Portion Cheese
87;Oatmeals/Porridge
17;Cream/Mousse
79;Plain Cream
67;Egyptian Olives
12;Dishwashing Liquid
326;Orange
103;Potato
392;Black Olives Whole
244;Fresh Onions
392;Fresh Herbs
264;Bath Soap Bar Normal
259;Dishwashing Liquid
112;Citrus Fruits
392;Tooth Paste/Gel Standard
326;Tomato Ketchup
87;Beef Mortadella
87;Plain Cream
73;Real Potato Chips in Fam
102;Potato
328;Potato Chips in Canister
84;Colourings & Dyes
198;Wafers
67;Black Olives Whole
328;Fresh Onions
326;Juice Milk
337;Low Fat Yoghurt
136;Sambosa Leaves
42;Fresh Onions
328;Light Meat Tuna in Oil
73;White/Basmati Rice
23;Cheddar Cheese In Tin
102;Others
136;Light Meat Tuna in Oil
326;Chocolate Big Bar
73;Maccaroni
112;Fresh Cucumber
326;Corn Chips/Curls/Puff i
29;Mix Portion
73;Deo Roll On
264;Tomato Ketchup
8;Arabic Sweets
328;Un
207;Labneh
185;Furniture Polish
74;Arabic Sweets
34;Dumpling Mix
74;Mazza/Sella Basmati
34;Facial Wash/Cleaner/Mask
228;Citrus Fruits
167;Zod Bakery Croissants
228;Floor / Tiles Cleaners
171;Feminine Napkins
228;Soups In Packets
74;Cream Caramel
167;Feminine Napkins
6;Egyptian/Calrose
35;Cream Caramel
74;Zod Bakery Croissants
159;Chocolate in Bag
35;Oatmeals/Porridge
159;Green Peas
6;Topping/Syrup
159;Chocolate in Bag
6;Fresh Onions
34;Minced Lamb
171;Diaper
228;Mix/Seasoning
34;Dumpling Mix
167;Zod Bakery Croissants
22;Mobile Phones
34;Orange
228;Kitchen Cleaners
74;Corn Flour/Starch
167;Feminine Napkins
79;Beef Kabab
49;Puff Pastry
159;French Fries
34;Crm Cheese Spread In Jar
74;Sliced White Bread
171;Diaper
34;Chicken Stock
172;Cola
74;Full Cream
74;Vanilla
79;Citrus Fruits
228;Floor / Tiles Cleaners
16;Instant Coffee
34;Conditioners
74;Gelatine
112;Corn Flour/Starch
34;Lemon
45;Labneh
74;Sambosa Leaves
34;Whipping
167;Brush & Brooms
159;Chocolate Coated Wafers
167;Feminine Napkins
49;Cookies
47;Extra Virgin Olive Oil
34;Cream Caramel
34;Sunflower Oil
47;Mazza/Sella Basmati
34;Vanilla
6;Portion Cheese
34;Oatmeals/Porridge
159;Whole Chicken
34;Light Meat Tuna in Oil
167;Feminine Napkins
41;Whole Chicken
41;Kunafa
74;Mozarella Shredded
34;Corn Flour/Starch
159;Fresh Herbs
49;No Added Sugar
34;Cheddar Cheese In Tin
74;Front Loading
74;Kunafa
35;Cream/Mousse
74;Slice Cheese
228;Dishwashing Liquid
228;Toilet/WC Cleaners
327;Fruit Cordials
133;Hot Sauce
133;Chicken Popcorn
319;Broad Beans
157;Tooth Paste/Gel Standard
133;Chicken Kebah
66;Vermicelli
153;Deo Stick
322;Whole Chicken
133;Potato Chips in Canister
153;Real Potato Chips in Pol
153;Puff Pastry
153;Oatmeals/Porridge
319;Block Cheddar Cheese
319;Toilet Rolls
319;Portion Cheese
157;Bath Soap Bar Normal
153;Deo Stick
153;Chicken Mortadella
327;Tea Bags
319;Fruit Cordials
327;Gelatine
133;Hair Food/Cream
153;Tooth Paste/Gel Standard
133;Dishwashing Liquid
319;Halloum Cheese
66;Mazza/Sella Basmati
153;Deo Stick
327;Crm Cheese Spread In Jar
319;Whole Kernal Corn
153;Tea/Plain Biscuits
133;Cream Cheese Spread
319;Gelatine
157;Bath Soap Bar Normal
395;Fruit Cordials
319;Stuffed Black Olives
133;Dishwashing Liquid
319;Asian Food
327;Tomato Paste In Tetra PC
157;Bath Soap Bar Normal
153;Triangular Cheese
306;Tooth Paste/Gel Whitenin
3;Bath Soap Bar Normal
327;Green Tea
153;Deo Stick
133;Bag
322;Tomato Paste In Tetra PC
319;Apricot
3;Dishwashing Liquid
319;Kitchen Rolls
122;Kitchen Rolls
157;Mix Portion
327;Pizza Sauce
157;Real Potato Chips in Pol
319;Bath Soap Bar Normal
3;Dishwashing Liquid
133;Mazza/Sella Basmati
3;Top Loading
133;Chicken Fillet
319;Plain Water
319;Mozarella Shredded
327;Gloves
157;Tooth Paste/Gel Standard
319;Oatmeals/Porridge
153;Deo Stick
122;Dishwashing Liquid
319;Tooth Paste/Gel Standard
319;Fresh/Breakfast Cream
157;Bath Soap Bar Normal
3;Bath Soap Bar Normal
319;Liquid Hand Soap
319;Feminine Napkins
153;Conditioners
327;White Flour
306;Tomato Paste In Tetra PC
122;Vermicelli
153;Feminine Napkins
10;Feminine Napkins
306;Feminine Napkins
319;Fabric Softener
153;Fruit Cordials
153;Plain Cream
133;Plain Cream
157;Bath Soap Bar Normal
319;Hand Sanitiser
157;Liquid Hand Soap
153;Chocolate Bars
327;Portion Cheese
319;Sliced Brown Bread
157;Bath Soap Bar Normal
157;Bath Soap Bar Normal
133;Baking Powder
319;Egyptian/Calrose
306;Oatmeals/Porridge
327;Puff Pastry
133;Salad Dressing
319;Green Beans
66;Tomato Paste In Tetra PC
319;Tomato Whole Peeled/Dice
327;Gelatine
9;Banana
3;Bath Soap Bar Normal
122;Facial Tissue
319;Stain Remover
3;Talcum Powder
133;Shampoos
306;Shampoos
153;Vanilla
3;Talcum Powder
153;Deo Stick
153;Shampoos
153;Deo Stick
133;Chocolate Bars
306;Hair Food/Cream
3;Bath Soap Bar Normal
326;Facial Tissue Refills
133;Tomato Paste In Tetra PC
325;Potato
3;Dishwashing Liquid
153;Deo Stick
327;Mozarella Shredded
322;Topping/Syrup
153;Plain Mayonnaise
66;Maccaroni
157;Bath Soap Bar Normal
3;Talcum Powder
327;Cream Caramel
319;Shower Gel/Creams
133;Chicken Breast
325;Fruit Cordials
306;Shampoos
319;Chicken Breast
133;Tablet Candy/Chocolate
133;Maccaroni
327;Gloves
157;Plain Cream
319;Mixed Vegeteble
319;Cream Caramel
153;Toothbrush
133;Sliced Brown Bread
327;Mazza/Sella Basmati
153;Light Meat Tuna in Oil
157;Tooth Paste/Gel Standard
319;Egyptian
327;Triangular Cheese
67;Plain Mayonnaise
181;Body Cream/Lotions/Splash
152;Full Fat Laban
35;Tomato Paste In Tetra PC
67;Halloum Cheese
67;Salad Dressing
126;Chocolate Bars
152;Tomato
28;Antiseptic Disinfectant
67;Cling Film
45;Body Cream/Lotions/Splash
28;Antiseptic Disinfectant
28;White Flour
56;Light Meat Tuna in Oil
261;Bread
35;Bleach Liquid Normal
38;Fruit Cordials
59;Fabric Softener
67;Lentil
126;Top Loading
59;Labneh
67;Triangular Cheese
35;Portion Cheese
67;Green Olives
45;Facial Tissue Refills
67;Baby Wipes
38;Chicken Kebah
111;Top Loading
152;Bread
126;Room Air Freshner
67;Lasagne
150;Oatmeals/Porridge
35;White Flour
35;Yeast
35;Top Loading
38;Whipping
45;Sliced Brown Bread
59;Cheddar Cheese In Tin
67;Cream Cheese Spread
28;Pomace Olive Oil
111;Whipping
261;Body Cream/Lotions/Splash
45;Dishwashing Liquid
45;Other Spices
59;Chicken Breast
151;Other Carbonated Flavour
111;Green Peas
56;Other Fresh Dates
56;No Added Sugar
67;Tomato Paste In Tetra PC
45;Real Potato Chips in Pol
67;Pinenuts
56;Cakes
35;Puff Pastry
261;Maccaroni
45;Feminine Napkins
152;Citrus Fruits
111;Egyptian/Calrose
38;Maccaroni
67;Vine Leaves
272;Fruit Cordials
59;Pomace Olive Oil
28;Dishwashing Liquid
111;Plain Cream
56;Mixed Vegeteble
45;Body Cream/Lotions/Splash
272;Mazza/Sella Basmati
152;Bread
67;Cream/Mousse
59;Mozarella Shredded
111;Feminine Napkins
135;Cakes
67;Top Loading
28;Bath Soap Bar Normal
111;Portion Cheese
135;Light Meat Tuna in Oil
67;Cola
35;Butter Ghee
67;Salad Dressing
126;Fruit Cordials
35;Mozarella Shredded
38;Puff Pastry
67;Chicken Nuggets
56;Sliced Brown Bread
111;Tomato Paste In Tetra PC
59;Black Olives
28;Corn Flour/Starch
111;Green Peas
28;Shower Gel/Creams
67;Black Olives
67;Plain Cream
67;Sandwich Biscuits
59;Anti
38;Mix Portion
261;Chicken Stock
38;Cheddar Cheese In Tin
38;Facial Tissue
261;Baby Shampoo/Conditioner
126;Fine Seeds
35;White Soft Cheese
56;Tomato Paste In Tetra PC
38;Chicken Nuggets
152;Lettuce
45;Sambosa Leaves
61;Mozarella Shredded
31;Evaporated Milk
45;Body Cream/Lotions/Splash
67;Slice Cheese
56;Minced Lamb
38;Kitchen Rolls
67;Facial Tissue
114;Yoghurt Full Fat
67;Mozarella Shredded
56;Maccaroni
261;Cream/Mousse
45;Vanilla
135;Cola
38;Maccaroni
135;Dates
35;Triangular Cheese
126;Maccaroni
152;Bread
56;Cling Film
67;Maccaroni
45;Bath Soap Bar Normal
126;Tomato Ketchup
67;Akawi Cheese
56;Tea/Plain Biscuits
38;Chocolate Milk
164;LED
67;Salad Dressing
67;Condensed Milk
38;Cake Mix
56;Mix Portion
56;Breakfast Cereal
38;Light Meat Tuna in Oil
46;Microwave / Oven
164;LED
45;Tea/Plain Biscuits
111;Egyptian
151;Grouper
67;Liquid Detergent For Aba
35;Fruit Cordials
111;Yoghurt Full Fat
28;Lime/Lemon
35;Chicken Stock
38;Tomato Paste In Tetra PC
135;No Added Sugar
126;Tomato Ketchup
126;Room Air Freshner
152;Salad
28;Cola
56;Dishwashing Liquid
45;Deo Roll On
181;Sugar
67;Puff Pastry
36;Mozarella Shredded
126;White Flour
152;Seeds Fruits
261;Red Lentil
99;Cream Caramel
111;Okra
150;Tomato Paste In Tetra PC
67;Oriental Food
28;Potato
38;Mazza/Sella Basmati
67;Front Loading
28;Plain Cream
207;Plain Mayonnaise
111;Feminine Napkins
56;Front Loading
152;Bread
155;Fruit Cordials
45;Top Loading
67;Fresh Whole Chicken 1000
56;Maccaroni
56;Dates
135;Pomace Olive Oil
67;Instant Coffee
209;Potato
140;Halloum Cheese
209;Kunafa
140;Maccaroni
140;Custard Powder
352;Chicken Breast
145;Mozarella
134;Citrus Fruits
71;Plain Cereals
348;Chicken Finger
348;Chicken Nuggets
352;Fruit Cordials
145;Un
145;Vermicelli
78;Shampoos
140;Shampoos
78;Plain Cereals
352;Fresh Whole Chicken 1000
33;Arabic Sweets
348;Hair Food/Cream
348;Evaporated Milk
140;Plain Cream
140;Liquid Hand Soap
33;Arabic Soft Cheese
140;Shampoos
209;Chicken Burger
145;Shower Gel/Creams
348;Shampoos
352;Cola
3;Pressure Cookers
134;Dishwashing Liquid
121;Dishwashing Liquid
140;Salad
140;Spaghetti
352;Chicken Stock
153;Turkey Mortadella
78;Kitchen Rolls
140;Plain Mayonnaise
134;Fruit Cordials
209;Cream Caramel
121;Puff Pastry
348;No Added Sugar
145;Condensed Milk
91;Chewing/Bubble Gum
140;Dishwashing Liquid
121;Chocolate Milk
209;Sambosa Leaves
352;Beef Mortadella
121;Front Loading
91;Popcorn
145;Arabic Soft Cheese
209;Topping/Syrup
150;Mazza/Sella Basmati
348;Tomato Paste In Tetra PC
140;Sliced White Bread
78;Plain Cream
121;Juice Milk
140;1Lt
150;Calamata Olives
78;Dishwashing Liquid
209;Crm Cheese Spread In Jar
121;Sliced Brown Bread
140;Feminine Napkins
145;Sandwich Biscuits
352;Sliced Brown Bread
145;Chicken Breast
150;Tea Bags
140;Citrus Fruits
71;Condensed Milk
140;Pomace Olive Oil
140;Loose/Powder Tea
145;Front Loading
140;Front Loading
71;Cheddar Cheese In Tin
119;Cheddar Cheese In Tin
78;Mazza/Sella Basmati
140;Pineapple
71;Tomato Paste In Tetra PC
145;Chicken Stock
140;Fresh Cabbage
121;Dried Lemon & Salt
10;Dumpling Mix
10;Antiseptic Disinfectant
352;Garbage Bags 50 Gallon
91;Tooth Paste/Gel Standard
145;Gelatine
209;Green Tea
140;Condensed Milk
209;Chedder Cheese Sprd Jar
145;Cream Cheese Spread
121;Cakes
348;Chicken Fillet
78;Tomato Paste In Jar
348;Sliced White Bread
134;White Flour
78;Beef Mortadella
33;White Flour
209;Fruit Cordials
119;Cardamom
140;Disinfectant
348;Crm Cheese Spread In Jar
78;Puff Pastry
140;Maccaroni
4;Fruit Cordials
352;Apricot
348;Shampoos
140;Kitchen Rolls
140;Sambosa Leaves
145;Butter
352;Tomato Paste In Tetra PC
145;Maccaroni
208;Butter
140;Maccaroni
140;Tea Bags
209;Whipping
17;Fruit Cordials
33;Cream/Mousse
140;Chocolate Bars
140;Oil/Tonic/Serum
209;Buns/Hot Dog
209;Portion Cheese
140;Fresh Garlic
140;Bath Soap Bar Normal
140;Body Cream/Lotions/Splash
140;Insecticide
71;Turkey Mortadella
140;Facial Tissue Refills
352;Bread
78;Broasted
348;Feminine Napkins
145;Maccaroni
140;Vanilla
209;Cake Mix
71;Facial Tissue Refills
209;White/Feta Cheese
145;Kitchen Rolls
140;White Flour
119;White Soft Cheese
145;Tooth Paste/Gel Whitenin
140;Colourings & Dyes
145;Sliced White Bread
140;Ready Coffee
145;Plain Cream
140;Salt
150;Triangular Cheese
105;Maccaroni
134;Fresh Onions
78;Honey
140;Chocolate Big Bar
209;Americana/Parboiled Rice
352;Double Cream Cheese
348;Fruit Cordials
205;Desserts/Sweet
134;Portion Cheese
348;Deo Stick
140;Bath Soap Bar Normal
209;Mozarella Shredded
71;Thick Cream
145;Liquid Detergent For Aba
140;Cola
78;Sliced White Bread
140;Pomace Olive Oil
140;Full Fat Milk
140;Bath Soap Bar Normal
78;Cake Mix
209;Puff Pastry
78;Tea/Plain Biscuits
145;Maccaroni
134;Fresh Onions
134;Baking Powder
121;Sliced Brown Bread
78;Green Tea
140;Shampoo+Conditioner(2In1
145;Slice Green
140;Sambosa Leaves
91;Shampoos
348;Blender
145;Real Potato Chips in Pol
140;Buns/Hot Dog
352;Walnut & Hazelnut
140;Liquid Hand Soap
105;Chicken Strips
17;Mazza/Sella Basmati
145;Facial Tissue Refills
140;Liquid Hand Soap
78;Bleach Liquid Normal
352;Potato
140;Deo Spray
71;Whole Seeds
140;Body Cream/Lotions/Splash
140;Lettuce
145;Bread
209;Plain Cream
145;Shower Gel/Creams
150;French Fries
71;Sliced Brown Bread
205;Plain Mayonnaise
209;Sliced White Bread
150;Mozarella Shredded
121;Real Potato Chips in Pol
121;Other Fresh Dates
145;Tea
140;Tooth Paste/Gel Standard
71;Un
140;Cup/Cones
140;Bath Soap Bar Normal
145;Chicken Burger
209;Crm Cheese Spread In Jar
140;Deo Spray
150;Chicken Nuggets
209;Chicken Stock
145;Body Cream/Lotions/Splash
71;Sugar
33;Chicken Breast
91;Real Potato Chips in Pol
140;Toothbrush
71;Oil/Tonic/Serum
140;Bar/Sticks
145;Chicken Noodles
78;Tomato Paste In Tetra PC
145;Un
352;Beef Mortadella
348;Potato
121;Triangular Cheese
140;Complementry Tableware
140;Full Fat
140;Tooth Paste/Gel Whitenin
5;Hot Sauce
145;Plain Cream
33;Potato
140;Cup/Cones
145;Chicken Franks
119;Kitchen Rolls
140;Others
145;Maccaroni
91;No Added Sugar
145;Block Cheddar Cheese
105;Plain Mayonnaise
71;Fruit Cordials
103;Diaper
103;Roast & Smoked
185;Puff Pastry
103;Maccaroni
13;Bag
14;Tomato
58;No Added Sugar
1;Shampoos
97;Cookies
68;Colourings & Dyes
103;Chicken Burger
372;Light Meat Tuna in Oil
1;Body Cream/Lotions/Splash
164;Chocolate in Bag
185;No Added Sugar
14;Maccaroni
151;No Added Sugar
68;Plain Water
1;Bath Soap Bar Normal
96;Tooth Paste/Gel Whitenin
164;Furniture Polish
303;Tea/Plain Biscuits
145;Pomace Olive Oil
68;Arabic Soft Cheese
13;Cakes
68;Dishwashing Liquid
103;Un
14;Raisin
159;Feminine Napkins
151;Cakes
164;Insecticide
151;No Added Sugar
149;Evaporated Milk
164;Peanuts
162;Tea Bags
19;Whole Kernal Corn
18;Cheddar Cheese In Tin
151;Shampoos
97;Tooth Paste/Gel Whitenin
14;Other Fresh Dates
58;Bread
14;Full Fat Milk
13;Vanilla Milk
162;Chocolate Bars
142;Chicken Burger
14;Top Loading
15;No Added Sugar
58;No Added Sugar
13;Disinfectant
58;No Added Sugar
13;White Soft Cheese
103;White Flour
185;Facial Tissue Refills
67;Shampoos
103;Turkey Mortadella
164;Plain Cream
151;No Added Sugar
96;Facial Cream/Lotion
153;Dishwashing Liquid
31;Portion Cheese
96;Fruit Cordials
96;Puff Pastry
31;Block Cheddar Cheese
13;Portion Cheese
13;Top Loading
58;Chocolate Bars
23;Real Potato Chips in Pol
185;No Added Sugar
15;Bath Soap Bar Normal
96;Strawberry
97;Kleija/Bran
159;Cream Caramel
164;Plain Water
15;Bath Soap Bar Normal
31;Sambosa Leaves
97;Crm Cheese Spread In Jar
165;Whipping
19;Slice Cheese
13;Plain Water
303;Plain Cream
149;No Added Sugar
149;No Added Sugar
30;Semi Soft Cheese
153;Fabric Softener
151;Chicken Drumstick
145;Plain Mayonnaise
303;Oatmeals/Porridge
14;Fresh Carrots
58;Wafers
19;Arabic Soft Cheese
303;Chicken Noodles
165;Complementry Tableware
96;Tomato Paste In Tetra PC
68;Fruit Cordials
64;Triangular Cheese
164;Aluminium Foil
162;Chocolate Bars
67;Shampoos
151;Sandwich Biscuits
303;Sliced White Bread
164;Toilet Rolls
1;Chicken Stock
145;Body Cream/Lotions/Splash
151;Sliced Brown Bread
164;Chicken Burger
185;Chocolate Milk
58;No Added Sugar
165;Shampoos
303;Chicken Stock
303;Puff Pastry
164;Dishwashing Liquid
162;Cream Cheese Spread
1;Light Meat Tuna in Oil
19;Bread
19;Puff Pastry
151;Real Potato Chips in Pol
55;Cocoa Powder
164;Chicken Nuggets
97;Sandwich Biscuits
164;Sandwich Biscuits
153;Disinfectant
97;Chocolate Coated Wafers
15;Other Fresh Dates
14;Seeds Fruits
1;Dishwashing Liquid
1;Shampoos
68;White Flour
19;Sliced White Bread
14;Salad
13;Labneh
159;Fruit Cordials
164;Chocolate in Bag
14;Fresh Whole Chicken 2X500
165;Spaghetti
58;No Added Sugar
14;Yoghurt Full Fat
164;Toothbrush
145;Feminine Napkins
13;Cakes
96;Plain Mayonnaise
1;Shampoos
19;Slice Cheese
145;Cakes
15;No Added Sugar
153;Instant Coffee
18;Kashkaval Cheese
185;Chicken Nuggets
151;No Added Sugar
23;Fruit Cordials
67;Butter
23;Chocolate Coated Wafers
13;White Flour
151;Feminine Napkins
30;White Soft Cheese
347;Dishwashing Liquid
97;Sandwich Biscuits
149;Real Potato Chips in Pol
19;Bread
159;Labneh
96;Zod Bakery PIZZA &PIES
303;Chicken Noodles
15;Light Meat Tuna in Oil
68;Dishwashing Liquid
68;Calamata Olives
14;Food Storage Bags
68;Mix Pickles
14;Ready Coffee
165;Pressure Cookers
165;Shampoos
103;Chedder Cheese Sprd Jar
55;Liquid Detergent Top
185;Paratha
149;Wafers
372;Bread
68;Pomace Olive Oil
149;Deo Spray
159;Butter Ghee
96;Stuffed Green Olives
185;No Added Sugar
165;Bath Soap Bar Normal
96;Zod Bakery Rusks
145;Toothbrush
153;Top Loading
14;Potato
149;Fruit Cordials
149;Chocolate Milk
165;Maccaroni
149;Chocolate Coated Wafers
153;Fabric Softener
103;Cake Mix
162;Real Potato Chips in Pol
64;Chicken Nuggets
145;Toilet/WC Cleaners
149;Deo Spray
151;Potato
303;Fruit Cordials
145;Chicken Parts
347;White Flour
58;Sliced Brown Bread
153;Fabric Softener
145;Flavoured Mayonnaise
145;Plain Cereals
145;Light Meat Tuna in Oil
96;Maccaroni
68;Fabric Softener
96;White Soft Cheese
1;Fruit Cordials
164;Liquid Detergent For Aba
96;Maccaroni
162;Fruit Cordials
14;Citrus Fruits
68;Disinfectant
303;Chocolate Milk
58;No Added Sugar
68;Plain Water
159;Top Loading
372;Lime/Lemon
96;Bath Soap Bar Normal
149;Turkey Mortadella
142;Sambosa Leaves
151;Maccaroni
96;Sambosa Leaves
347;Potato
151;Labneh
149;Chocolate Coated Wafers
164;Kitchen Rolls
58;Chocolate Bars
151;Sandwich Biscuits
68;Salad Dressing
303;Triangular Cheese
55;Make Up Accessories
96;Maccaroni
96;Paratha
142;Fruit Cordials
18;Chicken Breast
19;Plain Cream
33;Potato
14;Powder
145;Dishwashing Liquid
103;Feta Cheese
303;Black Olives Whole
67;Chocolate in Bag
151;Fruit Cordials
68;Feta Cheese
67;Wafers
164;Sliced White Bread
145;Sugar
151;Bread
96;Black Olives Whole
15;Sliced Brown Bread
19;Sliced Brown Bread
96;Kunafa
67;Chocolate in Bag
51;Fruit Cordials
164;Sandwich Biscuits
96;Beef Burger
30;Black Olives
58;Chocolate Milk
96;Tooth Paste/Gel Standard
142;Light Meat Tuna in Oil
96;Hair Food/Cream
372;Puff Pastry
149;Sliced White Bread
96;Sambosa Leaves
303;Vermicelli
97;Cookies
142;Chicken Burger
58;No Added Sugar
185;No Added Sugar
14;Dishwashing Liquid
96;Mozarella Shredded
151;Cakes
15;Sandwich Biscuits
30;Block Cheddar Cheese
169;Top Loading
110;Cling Film
152;Jam
175;No Added Sugar
110;Bath Soap Bar Normal
175;White Flour
238;Maccaroni
152;Dishwashing Liquid
175;Cling Film
40;Shampoos
149;Real Potato Chips in Pol
238;Potato
40;Spaghetti
323;Whole Kernal Corn
3;1Lt
126;Insecticide Plug
201;Pomace Olive Oil
169;Cake Mix
182;Vanilla Milk
177;Topping/Syrup
169;Chedder Cheese Sprd Jar
11;Bath Soap Bar Normal
110;Black Olives Whole
224;Sliced White Bread
3;Plain Mayonnaise
201;Liquid Detergent For Aba
182;Bag
177;Mazza/Sella Basmati
149;Real Potato Chips in Pol
152;Vermicelli
149;Mixed Vegeteble
169;No Added Sugar
323;Other Fresh Dates
177;Cling Film
110;Chocolate Milk
175;Salad Dressing
201;Juice Milk
3;Salt
169;Turkish Coffee
323;Real Potato Chips in Pol
110;Hair Food/Cream
152;Bread
169;Shampoos
353;Potato Chips in Canister
3;Chicken Noodles
238;Sliced Brown Bread
177;Butter Ghee
110;Shampoos
323;Dishwashing Liquid
238;Maccaroni
180;Plain Cream
110;Bath Soap Bar Normal
152;Jam
201;Fruit Cordials
182;Dried Lemon & Salt
